x,y
2.7440675196366238,4.556823478495247
3.5759468318620975,4.197564265161181
3.0138168803582195,4.895358657414978
2.724415914984484,4.443416086486977
2.1182739966945237,5.347996639948709
3.2294705653332807,5.109584789574256
2.1879360563134624,5.29319073287452
4.4588650039103985,1.6080845203533323
4.818313802505147,0.21619674415396334
1.9172075941288886,5.016479933838799
3.958625190413323,2.9100312788174305
2.644474598764522,5.382820279553221
2.8402228054696614,4.954922915375256
4.627983191463305,1.480402632172745
0.3551802909894347,1.2241937371111233
0.43564649850770354,1.5847661502147532
0.1010919872016286,0.32084133982494567
4.16309922773969,3.0990369022150848
3.8907837547492523,3.251256578845603
4.3500607412340955,2.1182208118587
4.89309171116382,0.9570495055808781
3.9957928210836178,2.5048484641952857
2.3073968112646592,4.5441723376946035
3.902645881432277,3.5006117380634376
0.5913721293446661,1.4282632885128534
3.199605106637619,5.166058333600539
0.716766437045232,2.0399434229494284
4.7233445852479194,0.6181081454946207
2.6092416087503585,5.622797373640985
2.0733096999526177,5.309953026113014
1.322778060523135,4.309748413515683
3.871168447171083,3.5553787020812035
2.2807516610827427,4.668427479869795
2.8421697443432423,5.515212375553563
0.09394900218177571,0.2065370030192828
3.0881774853793855,4.927237360202572
3.060478613612107,5.005744017206083
3.0846699843737846,4.615242292339764
4.718740392573121,1.0816573044446631
3.409101495517417,4.510577884917886
1.79753950286893,4.645059059780491
2.1851597689967073,4.539684525939147
3.4881559796363244,4.165262311100437
0.30112735814634917,1.3780926503252546
3.3338335772283383,4.100133630059289
3.353189348090797,4.249221690948298
1.0519128053692044,2.9256806249686
0.6446314882742665,2.5805066629410565
1.5771417546209192,4.404584402922668
1.818553854713113,4.683107790230057
2.8509838520893984,4.624836322070765
2.193007567311602,5.085224822651261
4.941869190296131,-0.039947055405040705
0.5102240537401403,1.5861047219930124
1.0443837804741736,2.840745615689751
0.8065475894249813,2.6499964278114967
3.265541627326992,4.622929239055361
1.2664580126989105,3.503166144766237
2.331553864281531,5.102704231580653
1.2221279600080137,3.112368527724096
5.794847918227599,-2.8866871059335812
5.551875705821526,-1.5542334938156175
8.281647947326366,-4.354014595702467
5.690914756743069,-1.8934758432502172
5.982911808400267,-2.108888543598844
6.84362585330482,-4.269105241545605
9.104966149239676,-2.9671794063589414
5.485506378965306,-1.1331016214505
9.189724537494019,-2.8712557510575
5.480492039469816,-1.6390067742309766
9.882297325066979,-0.39195661292834794
7.343256008238508,-4.410368180685491
9.883805440951686,-0.6104808740857779
8.02422759872523,-5.003936963131015
8.69631789699151,-3.685241322198584
5.195938961271604,-0.8329544482360303
6.414034812882048,-3.508731287799881
5.600982806065844,-2.1998705659203894
6.480700987610724,-4.387815907700399
5.59363859477122,-1.9665071939234162
